Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people�s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
25932,0,0,0,-1,0,2,-1,0,-1,0,-1,-2,2,1,-3,-2,2,0,0,-2,1,-1,1,0,-2,1,0,0,1,1,1,0,0,0,-2,0,2,-3,-1,0,0,1,0,-2,3,-1,2,0,-2,1,0,0,1,0,0,1,0,0,-2,-2,INFP
25934,0,0,-2,0,-2,-2,-1,1,0,0,-2,0,2,-2,0,3,-3,1,-2,-1,0,2,0,0,-2,1,0,0,1,0,0,0,0,0,1,-2,-2,-1,1,-2,-2,1,-1,1,0,0,-2,0,-1,0,0,0,2,0,2,0,0,2,-1,2,INTP
25940,0,1,-3,-1,2,2,0,0,-1,0,-1,0,1,-2,-3,0,2,2,-1,-2,1,0,1,0,2,0,2,0,1,0,-1,0,0,0,0,-1,0,-2,0,0,1,-1,1,0,0,0,0,0,-1,1,0,0,2,0,0,0,0,-2,-1,-2,ENTJ
25945,0,0,0,1,3,-2,-2,0,0,0,0,-1,2,0,2,0,1,0,1,0,0,1,0,0,-2,-1,0,-1,-1,-1,2,0,0,0,0,-2,-1,0,0,-3,1,0,2,0,-2,0,1,0,-1,0,0,0,1,-1,2,0,-1,1,-3,1,INTP
25946,0,0,-1,1,3,-2,-1,-1,-1,0,0,-3,2,0,0,2,0,-1,-1,0,0,3,0,0,-2,-2,3,0,1,1,1,0,-2,0,1,2,0,0,2,-2,0,0,2,0,0,0,0,1,-1,0,0,0,2,0,2,1,0,1,0,2,INTP
25947,0,-1,0,1,1,2,1,0,-1,0,0,0,1,2,-3,1,2,2,-2,3,1,-1,0,0,1,2,-1,0,1,1,-1,0,1,0,2,2,-2,2,2,0,-2,-1,-1,1,-1,0,-1,0,-2,0,0,0,-1,0,1,0,0,0,-2,-1,ENFJ
25948,0,1,0,1,-1,-1,-3,0,-1,0,1,-1,1,1,0,0,1,2,-1,0,0,0,0,0,-2,-1,0,0,1,0,1,0,-1,0,2,-1,2,-2,1,-3,0,-1,-1,1,-1,0,1,1,0,0,0,0,2,0,1,0,0,0,-3,-1,INTP
25952,-1,0,1,-2,2,1,-1,0,-1,0,-2,-1,2,1,-2,0,0,-2,0,0,0,-1,0,0,-1,-1,-2,0,3,2,1,0,2,0,-2,-2,-2,-2,0,0,-3,-1,-1,0,2,0,3,0,0,0,0,0,-3,0,-1,-1,0,0,-3,0,INFP
25954,0,0,2,2,-1,1,-1,0,0,0,0,1,-2,1,-2,0,1,1,0,0,0,-2,0,0,0,2,-2,1,1,-1,-2,1,1,0,2,-1,0,2,0,1,0,-1,-3,2,1,0,1,0,-2,0,0,0,-2,0,2,-1,0,-1,-1,-1,ENFJ
25956,0,0,0,-1,1,0,-2,0,0,0,2,2,2,0,0,-1,-1,2,-2,3,0,-1,0,0,0,1,0,0,2,1,0,0,1,-1,2,-3,1,1,2,1,0,-1,-2,1,3,1,2,0,-2,0,0,0,-1,0,0,0,0,0,-1,1,ENFJ
25963,0,0,2,1,2,-1,-1,1,2,0,0,2,1,-1,2,-2,-1,1,-3,3,0,-1,0,0,1,1,1,0,3,0,-1,-1,0,0,1,-2,2,1,2,-1,-3,1,-2,0,2,0,0,0,0,1,0,1,-3,0,0,0,1,2,0,2,ENFJ
25964,0,0,-1,1,2,3,-1,0,-1,1,0,-3,1,1,-1,-2,3,0,1,-1,0,-1,0,0,0,3,-2,0,0,-3,-1,0,1,0,-1,2,0,1,3,-1,2,-3,-1,0,-1,0,1,1,2,1,1,0,2,0,0,0,0,2,0,-1,ENTJ
25965,-1,0,1,1,-3,1,-1,0,-1,0,-1,1,3,2,-3,1,1,0,2,2,0,1,1,0,-2,0,-2,0,-1,0,1,0,3,0,-1,0,-3,-3,1,1,-1,3,2,1,-1,0,-3,0,-1,0,0,0,-2,0,1,0,1,-1,1,-1,ENFJ
25969,0,0,2,0,0,-2,0,0,2,0,2,2,1,1,-2,-2,1,1,-1,-1,0,1,0,0,1,3,-1,0,1,2,0,1,2,0,0,-1,2,1,2,1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-2,1,ENFJ
25974,0,0,-2,-3,1,1,0,0,-1,0,0,3,0,-1,0,-1,1,1,-2,-2,0,1,0,0,-1,0,1,0,0,-1,-2,0,1,0,2,1,1,0,0,3,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-1,-2,ENTJ
25980,0,0,0,3,2,0,-3,0,0,0,1,1,2,2,-2,-1,2,0,-3,2,0,-1,0,0,3,-1,-2,0,2,2,-2,0,2,0,0,-1,-1,0,-1,-1,-2,-2,-1,1,1,1,2,0,1,0,0,0,2,0,0,0,0,3,-1,0,ENFJ
25981,0,0,-1,0,-2,-2,-3,1,2,0,-1,2,0,2,-2,2,-3,0,0,0,0,0,0,0,-2,1,-1,0,-1,2,-2,-1,0,0,2,-1,-2,1,-2,0,1,2,3,-2,-2,0,-1,0,1,0,1,0,2,0,-3,0,0,-1,-1,2,ESFP
25982,0,0,-3,-1,0,-3,-2,0,1,0,-2,-1,2,0,-1,0,-2,-2,0,1,1,0,0,1,-2,0,-1,1,-1,2,0,0,-1,0,2,-2,-3,0,1,-2,-2,-1,1,1,-1,-1,-1,0,3,0,0,0,2,0,0,0,1,1,-2,0,INTP
25991,0,1,-1,-1,1,1,1,0,-2,0,-1,2,1,-3,-2,-1,3,3,1,-2,0,-1,-1,-1,2,0,1,0,-1,-1,0,0,0,-1,-1,0,0,-2,3,0,3,-2,0,-1,-1,0,3,0,0,0,0,0,3,0,0,0,0,-2,-1,-2,ENTJ
26002,0,0,-1,-2,-3,-1,-2,0,3,0,-2,0,2,2,-1,1,0,-2,2,-1,0,2,0,0,-1,2,-1,0,-1,1,-1,0,0,0,0,0,0,0,1,-3,1,3,-1,2,-3,0,-2,0,1,-1,0,0,1,0,2,0,0,0,-3,0,INTP
26007,0,0,-2,2,-3,-2,-2,0,2,0,-1,1,-1,3,0,2,-3,-1,-2,1,0,-1,0,0,-3,0,-2,0,-2,2,-3,-1,0,0,1,-1,0,3,-1,0,2,1,2,1,-2,0,-3,1,3,0,0,0,0,0,-2,0,0,3,-1,3,ESFP
26008,-1,0,-2,1,-1,2,1,0,0,0,-1,3,-3,1,-1,0,-1,-3,-1,-2,0,-3,0,0,2,0,-1,0,-1,3,-2,-1,0,0,3,3,-2,2,3,0,-1,-2,1,-3,-2,0,-3,0,-3,0,0,0,-3,0,-3,0,0,-2,2,-1,ESFP
26011,0,0,-1,-1,1,-3,-2,0,-2,0,1,-1,2,-1,1,-1,2,0,-2,-2,0,0,-1,0,-3,2,0,0,0,0,2,0,1,0,-1,-2,2,-1,3,0,-2,0,2,-3,2,0,0,1,-2,0,0,0,0,0,1,0,0,-3,0,-1,INFP
26013,0,0,1,-2,1,1,-2,0,-2,0,0,-1,-1,-2,0,-2,2,-1,0,-1,0,1,0,0,0,1,2,0,-1,-3,1,0,1,0,1,2,0,-2,3,0,1,-1,-2,-3,0,0,1,0,0,0,0,1,0,0,-2,0,0,-3,-1,-1,ENTJ
26014,0,0,-2,-1,0,0,-1,0,2,0,-1,1,-3,3,-2,2,-2,2,-1,2,0,-1,0,1,2,1,-1,0,1,2,1,0,-2,0,1,-1,-2,2,1,-1,1,3,2,0,-2,0,1,0,1,0,0,0,2,0,0,0,0,1,-2,3,ESFP
26018,0,0,0,1,1,2,-2,0,0,0,-1,0,1,-2,0,-1,0,-2,-3,0,0,-2,0,0,0,-1,0,0,0,1,0,0,1,0,0,-1,-2,-1,0,-1,0,0,2,-3,-1,0,-1,0,0,0,0,0,-2,0,3,0,0,-1,-1,-1,INFP
26028,0,0,0,0,1,2,1,0,-1,0,-1,2,2,-1,-2,0,1,0,-2,-3,0,-1,0,0,2,0,1,0,1,-2,-2,0,1,0,1,2,0,-1,0,1,0,-3,1,0,-2,0,0,-1,1,0,0,0,2,0,-1,0,1,0,-3,-2,ENTJ
26029,0,0,0,-2,0,2,-1,-1,2,0,-1,3,0,1,0,2,-1,0,-2,1,0,0,0,0,-1,-1,0,0,0,1,1,0,-3,0,0,-1,0,-2,-2,-1,1,-1,0,2,-1,0,-3,0,2,0,0,0,1,0,-3,-1,1,0,1,3,INFP
26031,0,0,-2,-2,1,2,0,0,1,0,-1,-3,0,-3,0,1,1,1,1,-2,0,-3,0,0,-2,1,2,0,0,-1,0,-1,1,1,-2,0,2,-1,1,-1,1,-2,1,2,1,0,0,-1,1,0,0,0,0,0,1,1,0,1,3,-2,ENTJ
26035,0,0,-1,-1,0,0,-1,0,-2,0,1,-1,2,-1,-1,-3,1,-1,-1,0,1,-2,1,0,1,2,-1,0,-1,2,0,0,1,0,-1,0,1,-1,2,-1,0,-1,3,-2,2,0,0,0,-3,1,0,1,0,-1,2,0,0,-2,1,-2,INFP
26037,1,0,-2,0,0,0,-1,0,0,0,-1,0,-1,0,-2,-1,-3,-1,-1,-2,0,-3,0,0,2,1,1,0,-1,0,-1,0,-1,0,1,1,0,2,0,1,1,-1,0,-1,-2,0,-2,0,0,0,0,0,-2,0,-1,0,0,0,2,1,ESFP
26042,0,0,0,1,2,2,2,0,-2,0,-2,0,2,-1,0,-2,0,-2,-1,1,0,1,0,0,-2,1,-1,0,1,-2,0,0,0,0,3,2,3,0,3,2,1,2,3,-1,-2,0,1,0,1,0,0,0,1,0,-2,0,0,-1,-3,0,ENTJ
26044,0,0,-1,2,-2,-1,0,0,-1,0,-3,0,1,2,-3,-1,-1,0,1,-2,0,1,0,-1,-1,1,1,0,-1,0,2,0,-2,-1,2,-2,-2,1,2,-2,-3,1,-2,0,-1,0,-2,0,-2,-1,0,0,-2,0,0,-1,0,-2,-1,-1,ENFJ
26045,0,0,-1,0,0,-2,-2,0,2,1,-2,0,-2,0,-1,2,2,-3,-1,2,0,-3,0,0,-1,-1,0,0,2,0,0,0,-3,0,1,0,-1,3,1,-1,0,0,0,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,-2,1,ESFP
26047,0,1,-1,-2,2,0,0,0,2,0,0,0,1,0,2,-2,2,2,0,-1,0,0,0,0,1,2,1,1,2,0,0,0,-1,0,-3,2,-1,1,3,-1,1,-1,-3,1,-2,-1,2,0,1,0,0,0,-2,0,-1,0,0,2,-1,1,ENTJ
26048,0,0,-2,0,-2,1,0,0,0,0,2,0,-2,3,0,1,-1,-1,-2,-1,0,-1,-1,1,0,0,1,0,-2,0,-1,0,0,0,2,1,-2,2,2,0,2,-1,3,-2,-1,0,-1,0,-1,1,0,0,-3,0,0,0,0,1,2,1,ESFP
26049,0,1,-1,-2,2,2,0,0,1,0,-1,2,2,0,-2,0,1,0,0,-1,0,1,0,0,2,2,2,0,3,-1,0,0,1,0,2,2,1,-3,0,1,1,-2,1,-1,0,0,2,0,1,0,0,0,2,0,-1,0,0,0,0,0,ENTJ
26055,1,0,-1,0,-1,-1,3,0,-3,0,0,2,0,0,0,-2,3,0,-3,-1,0,3,0,0,-1,1,2,0,-1,-2,-3,0,0,0,2,2,0,0,2,0,2,-3,0,-1,-1,0,0,0,2,0,0,0,2,0,-2,-1,-1,-1,-3,0,ENTJ
26059,-1,0,-3,0,1,0,-1,0,0,0,-1,-3,3,1,0,0,-3,-2,1,1,0,2,-1,0,-1,2,0,0,-2,1,-1,0,2,-1,2,-1,-1,0,2,-2,0,1,1,3,-2,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,2,0,ENFJ
26061,0,0,-2,-1,0,-3,-1,0,-1,0,-3,1,-2,-1,-2,0,-1,-2,0,0,0,1,0,0,2,3,-2,0,-2,2,3,0,-2,0,0,-1,0,0,2,-3,-2,1,0,2,0,0,-1,-1,-1,0,-1,0,0,1,-1,0,1,-1,2,0,ENFJ
26062,0,0,2,1,0,-3,2,0,3,0,3,1,2,-1,0,0,-2,2,1,-2,0,0,0,0,0,-2,-3,0,1,0,-2,0,1,0,1,1,1,0,1,1,0,0,-1,1,1,0,2,0,-2,0,0,1,-1,0,1,0,0,-1,-2,1,ENFJ
26063,0,0,-2,0,0,2,0,0,-1,0,1,-1,1,-2,-3,1,1,-2,-3,2,0,-3,0,0,-2,-1,-1,0,2,1,1,0,2,0,0,-1,-2,-1,-1,-1,-1,0,0,-2,0,0,0,1,-1,0,1,0,-3,0,1,0,0,0,-1,-1,INFP
26077,0,0,-3,-2,2,0,0,0,0,0,-2,3,3,-2,0,-2,1,0,-1,-1,0,2,0,0,1,2,-1,-1,1,0,-1,0,1,0,2,1,2,-2,0,0,-1,-1,3,0,-1,0,2,0,0,0,0,0,1,0,0,0,0,-2,-2,-1,ENTJ
26079,0,0,-2,3,0,0,-2,0,-1,0,1,-1,2,2,1,1,1,0,1,-1,-1,1,0,0,-2,1,1,0,0,0,2,0,-1,0,1,-1,0,1,1,-2,-1,0,1,2,-2,-1,2,0,0,0,0,0,0,0,1,0,0,2,-2,1,INTP
26080,0,0,0,-2,2,0,-1,0,1,0,-1,3,-1,-1,-1,-1,2,2,1,-2,0,0,0,0,2,3,2,0,2,-1,-1,0,1,1,1,3,1,-1,3,1,3,0,0,-1,-1,0,2,0,0,0,0,0,2,0,-1,0,-1,0,2,1,ENTJ
26085,0,1,-1,0,-2,-1,-1,0,1,0,1,0,1,0,-1,0,1,-1,-2,-2,0,2,0,-1,0,2,2,1,1,1,0,0,-1,0,1,-1,-1,-2,0,-1,-1,1,-1,1,-2,0,-1,-1,1,0,-1,0,0,0,1,0,0,1,-3,0,INTP
26089,0,-1,-2,0,1,-2,1,0,-1,0,1,-2,2,0,0,1,-1,0,-1,-1,-1,1,0,0,-3,0,2,0,0,2,-3,0,2,0,3,1,0,-3,-1,-3,-2,1,-3,1,-1,0,0,0,1,0,0,-1,1,-1,2,0,0,0,0,1,INTP
26091,1,0,0,1,-1,-1,-1,0,2,0,0,-2,-2,-2,-2,-1,-2,-2,-1,0,0,1,0,0,-1,-1,1,0,1,-1,-1,0,-1,0,3,1,0,-2,1,0,-3,1,-2,2,-2,0,-1,0,3,0,0,1,1,0,0,0,0,0,-1,3,INTP
26094,0,0,1,0,0,-3,0,0,3,0,1,2,-2,1,-3,-3,2,-1,0,-1,0,-2,1,-1,1,2,-3,0,0,1,0,-1,2,0,0,-1,0,1,0,0,-2,-3,0,0,0,0,2,0,0,0,0,0,-1,0,3,0,0,2,-2,0,ENFJ
26096,0,0,-1,0,-1,0,-3,0,-1,0,0,-2,1,1,-1,-2,1,-1,0,-1,0,-2,0,0,0,2,-1,0,1,2,0,0,1,0,-3,1,0,-3,-1,-1,0,-2,1,-1,1,0,1,0,-2,0,1,0,-1,1,0,1,0,-3,0,-1,INFP
26099,0,-1,-1,-1,0,-1,0,0,0,0,0,1,1,0,1,-2,1,1,-2,0,0,0,1,0,1,0,2,0,1,-1,-3,0,2,0,3,0,1,-1,-1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-1,-1,-1,ENTJ
26100,0,0,-1,2,0,0,-1,0,-2,-1,0,-2,-1,1,1,1,0,1,2,0,0,2,0,0,-2,2,0,0,1,3,2,0,2,0,2,1,-2,-1,1,2,-2,3,1,0,-2,0,-2,0,0,0,0,0,-2,0,-1,0,0,-1,1,-2,ENFJ
26105,-1,0,-2,-2,0,0,0,0,-1,1,2,0,0,1,-3,0,-2,0,0,-3,0,-3,-1,0,0,-2,0,0,-2,-1,-3,0,-2,0,3,0,-1,1,3,0,3,-3,0,-2,-3,0,-2,0,-2,0,0,-1,1,0,-2,0,0,-1,2,-2,ESFP
26119,0,0,-2,0,1,2,-2,0,2,0,-2,-1,-1,-1,-2,-1,0,2,0,-3,0,-3,0,1,1,1,1,0,2,-1,2,1,1,-1,-1,3,2,1,0,0,-1,0,-2,2,-1,1,-1,0,0,0,0,0,-1,0,3,0,0,2,2,-2,ENTJ
26120,1,0,2,1,-2,-1,-1,0,-1,0,2,2,-1,0,-3,1,-1,-1,-2,1,0,1,0,0,-1,1,-1,1,1,1,-2,0,-1,0,2,0,0,-1,1,1,2,0,0,-1,-1,0,0,0,3,0,1,0,0,-1,1,1,0,-2,0,1,ESFP
26121,-1,0,-3,-1,-1,-1,0,0,3,-1,-3,-3,3,-1,-3,2,-3,0,-3,0,0,-1,0,0,1,0,-1,1,1,-3,1,0,-1,0,2,-3,-2,-3,-1,-1,0,-1,-1,2,-3,0,2,0,0,0,0,0,1,0,-1,0,0,1,2,-3,INTP
26125,0,1,-1,1,-3,-2,-2,0,0,0,0,1,-2,0,-2,0,0,-2,-2,0,0,-1,0,0,-2,2,-2,1,-2,1,-3,0,0,0,3,-2,-1,2,0,2,1,1,1,0,-1,0,-2,0,2,-1,0,0,0,0,-2,-1,0,0,-1,0,ESFP
26128,0,0,-1,-1,-2,-1,-1,0,0,0,-1,1,1,-1,-1,2,-1,1,-2,-1,0,1,0,0,-1,3,2,1,1,0,-1,0,-1,0,-1,1,-3,-2,2,-1,1,3,-2,1,-3,0,-3,0,0,0,0,0,3,0,3,0,0,-1,-1,1,INTP
26130,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,1,0,-1,-2,-2,0,-1,0,0,0,0,2,1,-2,0,0,2,2,0,-1,1,0,-3,-1,1,1,-2,-2,0,1,1,1,0,-1,0,1,0,0,0,2,0,2,0,0,-1,1,0,ENFJ
26131,0,0,0,-2,-1,1,0,0,2,0,-1,2,2,-2,-1,0,0,2,-1,2,0,0,0,0,-1,1,0,0,1,1,0,0,-2,0,0,-2,0,-1,-1,-1,0,-1,-2,2,-3,0,-2,0,3,0,0,0,0,1,0,-1,-1,-2,1,2,INFP
26132,0,0,-1,-2,0,2,-3,0,-1,0,-2,-1,2,0,-2,-1,0,-2,2,-2,-1,-2,0,0,-2,1,0,0,-1,0,0,0,2,0,-2,-1,0,-1,0,-1,-3,-1,0,0,-1,0,2,1,1,0,0,0,-2,0,1,0,-1,-1,-2,-1,INFP
26133,0,0,0,0,3,-2,1,-1,2,0,0,-1,0,1,-2,-1,2,1,0,3,0,0,0,0,0,1,-1,0,2,2,-1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,3,1,1,0,-1,0,0,0,-2,0,1,0,0,0,0,1,ENFJ
26135,0,0,-2,0,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,0,-1,-2,-2,0,-1,1,0,0,2,2,0,1,3,-1,0,0,0,2,1,-1,-2,-1,-2,-2,2,-1,2,0,0,-1,0,0,0,1,0,2,0,1,1,0,2,-1,0,INTP
26142,0,0,-1,-1,0,2,-2,0,-1,0,-1,-1,2,0,0,1,1,0,-1,-1,0,-1,0,0,-1,-1,-2,0,2,1,1,1,1,0,-1,0,-1,-2,1,-1,-1,-3,0,0,0,1,1,0,-1,1,0,0,-2,0,0,0,0,-1,-1,-2,INFP
26150,0,0,0,0,-2,2,-1,0,3,0,2,0,0,-3,-1,1,-3,1,-3,0,0,3,0,1,-3,2,2,-1,1,1,-1,0,1,0,0,-1,-1,-2,0,-1,-2,2,-1,0,-2,0,-2,0,-1,0,0,0,0,0,2,0,0,2,-3,2,INTP
26163,0,0,0,2,1,0,-1,0,-1,0,0,-2,2,0,1,-1,0,0,1,0,0,1,0,0,-1,-1,-1,0,-1,0,2,0,-1,0,0,-2,3,0,0,-3,1,0,2,0,1,0,-1,0,-2,0,0,-1,1,0,2,0,1,2,-2,0,INTP
26167,0,0,-3,1,-1,1,-1,0,0,0,0,0,1,2,0,-1,-2,-2,1,3,0,1,0,0,-3,3,-2,0,-2,-1,0,0,2,0,2,-1,0,-2,0,-1,1,0,1,1,-3,1,1,0,-1,0,0,0,-2,0,1,0,0,-2,1,-1,ENFJ
26168,0,0,2,-2,2,0,-2,0,0,0,0,-1,1,-1,0,-1,3,1,3,-1,0,0,0,1,-2,1,2,-1,1,0,0,1,1,0,-3,1,0,1,1,-1,2,-1,-2,3,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,1,ENTJ
26170,0,1,1,1,0,0,1,0,0,0,1,1,0,1,2,0,0,0,-3,0,0,0,0,0,0,1,1,0,1,1,1,0,-1,0,0,-1,0,-2,1,-1,2,-1,0,0,0,0,-1,0,-2,0,0,1,1,0,0,0,0,0,-1,0,INTP
26174,0,0,-1,-1,0,2,-1,0,-2,0,0,-2,1,0,-2,-2,0,-3,-1,-2,0,-1,0,0,-1,2,0,0,0,2,2,0,2,0,-2,0,0,2,1,0,-3,-1,0,0,1,0,1,0,-2,0,0,0,-1,0,1,1,1,-2,-1,-1,INFP
26175,0,0,-2,1,1,0,-1,0,-1,-1,0,-2,1,3,-2,0,0,0,0,2,0,1,0,-1,-1,2,-1,0,0,0,1,0,3,0,2,1,-1,-1,1,-1,0,1,0,1,-2,0,-2,1,0,0,-1,0,-2,0,0,0,-1,-2,1,-1,ENFJ
26177,1,0,-1,1,-1,0,0,0,-2,0,-2,0,1,3,-1,-1,-2,0,-1,1,0,1,0,0,-2,1,-1,0,0,-2,-1,0,3,0,2,-1,-1,1,0,-2,-2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,0,1,0,0,-2,1,-1,ENFJ
26180,0,0,-3,0,-2,-1,-2,0,0,0,-2,1,1,-1,-2,0,-1,-1,2,1,0,2,0,0,-1,0,-2,0,-1,2,2,0,0,0,0,-1,-1,0,1,-1,-2,2,1,1,-2,0,-1,0,-2,0,0,0,-1,-1,1,0,1,1,1,-2,ENFJ
26181,0,1,-1,-1,0,-1,2,0,3,0,-3,-2,1,0,-2,0,1,-3,2,-2,0,-1,0,0,0,1,2,0,0,2,-3,0,0,0,2,0,0,-3,1,-1,2,0,-1,-2,1,0,1,-1,0,0,0,0,0,0,-1,1,0,3,-1,0,INTP
26186,0,1,0,1,3,2,1,0,-1,0,-1,-1,2,-1,0,-1,0,-1,1,0,0,-1,-1,0,-1,1,0,0,1,-2,0,0,1,0,1,2,1,-2,1,0,0,-1,2,-1,-1,0,1,0,3,0,0,0,0,0,-1,0,0,-3,0,0,ENTJ
26188,1,1,1,3,-2,-2,0,0,-1,0,-2,1,0,0,0,-2,-2,-1,1,-2,-1,-1,0,0,1,2,-1,0,0,1,1,1,-1,0,-1,-2,-2,-2,1,-2,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ENFJ
26194,0,0,-2,0,0,1,3,0,-1,0,-1,-2,0,-2,-3,1,2,3,0,0,0,3,0,0,2,0,0,0,1,1,0,0,-2,0,-1,1,3,0,-1,2,0,-1,2,-1,-3,0,0,0,2,0,0,-1,2,0,-3,0,0,-2,-2,-2,ENTJ
26203,0,-1,-1,2,-2,-2,0,0,0,0,-2,0,-1,2,-2,2,-2,-2,2,1,1,-1,0,0,-3,0,-3,1,0,0,-2,0,-1,0,0,-1,0,1,-1,1,2,2,2,-1,1,0,-2,0,3,0,0,0,0,0,-3,0,0,0,-1,0,ESFP
26204,1,0,-2,0,0,0,-2,0,3,0,0,1,2,-3,-1,-3,0,2,1,1,0,-1,0,0,0,-1,1,0,-1,-1,1,-1,2,0,2,2,3,2,1,-2,-1,0,-2,1,2,0,-2,0,0,0,0,0,1,0,2,-1,0,2,1,-1,ENTJ
26206,0,0,-1,-2,0,0,2,-1,-1,0,1,2,0,2,2,1,-2,-1,-1,-1,0,1,0,0,1,-1,-2,0,-2,1,-1,0,-2,0,1,0,-2,-2,0,-2,1,3,1,-1,-1,0,0,0,2,0,1,0,-2,0,-1,0,-1,0,0,1,ESFP
26207,0,1,2,1,0,3,-1,0,0,-1,1,-1,1,-2,-2,2,2,0,-1,1,0,0,0,0,-1,-3,2,0,2,-3,2,0,0,0,-3,-1,-3,-1,1,-1,-2,1,0,1,-1,0,1,1,-1,0,0,0,-2,1,-1,-1,0,1,2,1,INFP
26208,0,0,2,-3,-2,1,1,0,-1,0,2,2,0,3,-2,0,0,-1,0,1,0,0,0,0,1,-2,-2,0,-1,2,-2,0,-2,0,1,1,1,1,3,0,0,0,3,0,-2,0,0,0,-2,0,1,0,0,0,-1,-1,0,-1,1,0,ESFP
26209,0,0,0,-2,-1,2,0,0,1,0,1,1,2,-2,0,-1,2,2,0,1,0,1,0,0,-1,-1,1,0,1,-2,1,0,0,0,-2,0,-1,0,-3,-1,-1,-2,1,1,-2,0,2,-1,1,0,0,0,-3,0,0,0,1,-2,0,-1,INFP
26210,0,0,1,-2,0,0,2,0,1,0,1,2,2,3,0,-2,1,2,-2,-1,0,-1,0,0,1,-1,0,0,-2,-1,-3,-1,-3,0,2,-2,1,2,1,0,2,2,1,-1,-3,0,1,0,-2,0,0,0,-1,0,1,0,0,-1,0,1,ESFP
26212,0,0,-3,3,-1,0,1,0,-2,-1,-2,-3,0,2,0,-1,-3,0,1,2,0,1,0,0,0,3,-1,0,0,0,2,1,2,0,3,-1,1,0,1,-3,-2,1,-2,0,1,0,-2,0,-1,0,0,0,0,-1,1,0,0,-3,1,0,ENFJ
26213,0,0,-2,-2,2,0,0,0,-1,1,-3,-2,0,-1,1,0,3,2,2,-2,0,0,0,0,-1,1,2,0,3,-1,1,0,2,0,-2,1,2,-1,3,-2,1,-1,-1,3,-2,0,0,0,0,1,1,1,-2,1,1,0,0,2,2,3,ENTJ
26214,0,0,0,2,0,1,-2,0,-1,0,0,0,2,0,-1,1,1,0,0,0,0,-1,0,0,1,1,-1,1,2,2,0,0,0,0,2,-2,0,2,3,2,0,-1,-1,1,1,0,2,0,-3,0,0,0,0,0,0,0,0,-1,-2,1,ENFJ
