Response Id,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You enjoy participating in group activities.,You are definitely not an artistic type of person.,Your mood can change very quickly.,You often end up doing things at the last possible moment.,You rarely second-guess the choices that you have made.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You struggle with deadlines.,You like to have a to-do list for each day.,You rarely worry about whether you make a good impression on people you meet.,You feel confident that things will work out for you.,You are prone to worrying that things will take a turn for the worse.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You find it easy to empathize with a person whose experiences are very different from yours.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",Your emotions control you more than you control them.,You often feel overwhelmed.,Personality_numeric
42164,0,-2,0,3,1,0,2,-1,0,1,-1,-2,2,0,-3,-2,1,-1,-2,2,-2,2,-2,3,0,2
42173,-2,2,-2,-2,2,-1,3,-3,-1,-2,0,1,-1,-2,0,-3,1,-2,-1,-1,1,-1,-2,2,0,1
42174,-2,2,0,1,-3,-1,-1,1,1,-1,0,-2,3,0,0,-2,-3,-1,2,2,0,0,0,2,-2,2
42177,1,0,1,3,0,1,1,-1,1,1,-2,-3,1,1,1,-2,-2,-2,1,0,-1,1,2,2,-1,2
42179,2,1,2,0,0,0,-2,1,2,1,2,-1,0,0,1,0,2,0,0,1,-1,-1,2,1,1,5
42184,2,3,1,-1,-3,1,3,0,2,-1,-3,0,0,0,-1,0,1,1,0,0,-1,0,0,0,1,3
42186,1,-1,-1,-2,0,0,-2,-2,0,0,0,2,-2,1,2,0,-1,1,0,-2,-1,-1,-1,0,1,4
42187,2,0,-1,-1,0,2,-1,1,1,0,2,-1,3,1,2,0,1,3,0,0,-1,0,2,2,0,5
42189,0,1,2,-1,-2,-3,1,-3,-1,-1,0,2,-2,-2,-3,0,-1,1,3,-1,0,0,0,2,3,2
42190,-1,0,-2,-1,0,0,1,0,-3,0,2,-2,-2,1,0,-2,-2,0,0,-1,-1,-1,0,1,0,1
42191,-3,2,-2,1,1,0,0,2,1,-1,-1,0,0,-1,1,0,0,-3,2,-3,2,-2,1,1,0,5
42193,-2,-2,-1,-2,1,1,2,1,2,0,0,1,0,-2,-1,1,2,-1,-2,1,0,-2,2,1,1,4
42196,1,-1,1,0,-1,2,0,-2,-1,-1,-1,-1,1,2,2,-1,-1,-1,1,3,-1,-1,-2,0,2,3
42197,1,1,-1,1,1,1,1,1,2,0,0,0,3,1,1,-3,2,0,-1,1,0,1,3,3,-1,5
42200,-1,2,-1,1,-1,0,1,0,1,-2,1,-2,0,2,0,-2,0,2,2,1,0,-1,2,-1,0,1
42202,-2,0,-1,-3,-1,3,3,-1,-1,0,0,1,1,1,0,-2,-3,2,-2,0,-1,-1,1,-1,2,1
42204,2,-2,-1,-1,-1,0,0,0,2,-1,-2,-3,1,-1,3,-3,3,-2,-2,0,3,-2,1,-3,-1,5
42206,2,1,-2,0,-1,2,-1,-1,-3,2,3,2,-1,-1,1,1,1,-1,0,1,0,-2,0,-3,1,4
42208,0,-1,-3,-2,1,1,1,1,2,-3,2,0,-1,-1,-3,0,0,-1,-1,2,2,0,0,1,3,4
42219,-3,-2,2,-3,-2,1,0,0,-2,-1,1,-2,2,1,3,1,0,-2,-2,2,2,-1,-1,2,0,3
42229,0,1,2,-1,-3,1,-1,0,0,-2,1,-2,2,0,1,2,1,-2,-1,-1,3,-2,-1,2,1,3
42230,-2,0,0,1,-3,2,1,1,-1,0,1,-1,0,-1,-1,-1,-2,1,-1,-1,-2,0,0,-1,1,1
42236,0,0,-1,1,-1,0,3,3,2,0,-1,0,1,0,1,0,-3,-3,2,2,0,0,-1,1,-1,2
42237,-1,-1,-1,-1,-3,2,-2,-2,-2,0,0,-2,2,-1,0,2,0,1,-3,1,2,0,0,-1,0,3
42242,2,-1,0,-1,1,2,2,-2,-2,-2,-2,-2,0,0,0,3,-2,-1,0,0,-1,1,1,-2,-1,3
42243,2,0,-3,-1,0,1,-1,-1,-2,0,3,-1,-2,2,0,2,0,0,0,-2,0,0,-1,0,2,4
42246,0,2,-1,1,0,2,0,0,-3,1,2,0,-1,0,-1,0,2,-2,1,0,-1,-3,0,-1,-2,4
42252,-3,-2,1,-1,1,1,1,0,0,-2,-1,-1,1,0,-2,-2,-3,0,0,1,-2,0,1,1,2,2
42254,-1,-1,0,-3,0,3,1,0,1,-2,-3,0,2,-2,-1,0,3,-2,0,0,0,-1,3,2,0,4
42259,0,-1,2,-3,-2,-2,0,0,-1,-1,3,3,1,0,-3,0,-1,-1,1,-1,-1,-1,2,2,3,2
42262,-3,1,-2,-2,3,-2,1,-2,0,-2,0,-1,-1,-3,0,0,0,-1,0,-2,-2,-1,-2,2,0,1
42268,-2,-1,-1,0,-1,0,1,2,2,-1,-1,1,0,-3,-2,2,2,-2,-3,1,1,-2,1,2,2,4
42269,0,-1,-2,-1,-2,1,-1,-2,-1,-1,3,1,1,-1,1,2,-1,-1,-1,0,0,-1,-2,0,2,4
42279,1,0,0,-1,-1,0,1,-2,1,0,0,0,-2,1,-2,1,-2,1,-2,-3,-1,0,1,0,0,1
42286,1,1,0,-1,0,2,-1,-1,0,1,2,2,-1,0,2,2,3,-1,2,-1,-1,-1,0,0,0,4
42289,1,-1,0,-3,2,1,2,0,1,1,2,-1,0,0,1,-1,1,0,-1,0,-1,-1,0,-1,3,5
42292,1,-1,1,-1,-1,0,1,0,-1,-2,0,-3,3,0,2,3,-2,-2,-1,2,2,-1,0,1,0,3
42293,0,1,-1,-2,-1,2,0,-1,1,-2,2,-1,-2,0,-1,-1,0,1,0,-2,0,-2,1,-2,-2,1
42295,-3,2,-2,-1,-1,3,2,-3,1,-2,0,-2,0,-2,-1,-3,-1,0,-1,1,-2,0,1,1,0,1
42298,-2,-1,1,0,-2,1,2,1,0,0,-1,-2,1,-2,0,-2,-2,-1,2,0,-1,1,-2,2,-3,2
42300,0,-1,-2,-1,1,1,0,-1,1,-1,-1,2,2,-3,0,0,2,-1,1,-1,2,1,1,0,-1,5
42304,-1,0,-2,0,-1,2,3,-2,-2,1,0,0,-2,-2,-1,-1,1,-1,-3,-2,-1,-3,-3,1,-2,1
42305,0,0,-1,-2,0,0,-1,-1,2,0,1,-2,0,0,0,-1,0,2,-1,2,-2,-1,1,2,1,5
42307,-1,-1,0,3,-1,2,0,2,2,0,-1,-1,2,0,-3,-2,-2,-2,2,0,-1,1,-2,3,-2,2
42314,-2,2,-1,0,0,1,0,-2,3,0,3,0,-1,-1,0,-1,1,0,-2,-1,0,-1,0,-3,2,1
42320,-2,0,1,-1,-1,1,2,1,-2,-2,-2,0,2,-2,0,-3,-2,1,-1,0,-2,-1,0,1,2,2
42322,1,-2,0,2,1,2,1,0,2,1,-2,-2,1,-1,-1,-2,-2,-1,-1,2,-3,0,-2,1,1,2
42327,0,0,0,-1,-1,-1,2,1,-1,-1,0,1,0,-1,2,-3,1,3,2,0,-1,-1,1,2,1,2
42333,-2,-2,2,1,0,0,-1,1,0,-2,-2,-1,0,0,-2,-2,-2,-2,1,2,-1,1,1,1,1,2
42337,-1,1,-2,-2,0,0,2,-1,-1,-1,2,-2,-1,-1,-1,-1,-2,-2,-3,-1,1,-1,-1,0,1,1
42338,-3,1,0,-1,0,2,-2,-1,-3,0,0,2,1,1,0,2,0,-1,-2,1,1,-1,-1,-2,2,3
42339,1,1,1,-2,1,1,3,-1,-2,-1,-2,-1,3,0,-1,2,-2,2,-2,0,0,0,2,-2,-2,3
42341,0,-1,1,-1,-1,-1,3,1,-1,-2,-1,-2,0,-1,0,2,1,1,-1,-1,-2,2,1,-2,1,3
42346,2,0,-1,-3,1,2,1,0,1,0,3,1,-2,1,1,2,0,-2,-1,-2,-2,-2,1,0,2,4
42351,1,2,-1,-1,-2,1,0,0,-1,1,3,1,0,0,0,0,0,-2,3,1,0,0,1,-1,0,4
42355,-1,1,-1,-1,0,-2,1,-1,-1,-2,1,-3,-1,-1,-1,-1,-1,0,0,-2,-1,-3,0,-1,-1,1
42356,0,-2,-1,0,0,1,2,1,2,-1,1,-3,1,1,2,0,3,-2,-1,-2,2,1,-2,-3,2,5
42358,-1,1,0,-3,2,-1,0,0,1,-1,2,0,1,-1,-3,-1,0,-2,0,-3,-3,-2,-1,-1,-1,1
42359,-2,2,0,-3,0,-1,1,0,-1,0,0,-3,0,-1,-1,0,-1,1,0,-2,-1,-3,-1,0,-1,1
42380,-1,-1,-2,-2,0,2,1,3,3,1,-2,-1,0,0,-2,-1,0,-1,-1,-3,2,0,2,-1,0,5
42381,0,-2,0,-1,2,2,0,2,1,1,-2,2,0,0,0,1,0,-3,-1,2,3,0,1,3,1,4
42383,1,1,0,0,-1,0,-1,1,-1,0,3,2,-1,0,1,1,3,-1,3,0,1,0,0,0,0,4
42385,0,-2,1,0,2,1,2,1,1,-2,1,2,0,0,0,2,-1,-1,0,2,0,0,0,0,0,4
42393,-1,-2,0,0,3,2,2,1,2,-2,-2,0,1,0,-1,1,0,-2,-2,0,1,-1,2,2,1,4
42397,1,-2,0,-1,0,2,1,-1,2,0,1,-2,0,0,2,0,2,-1,-1,-1,1,-1,2,-2,1,5
42399,0,-2,0,-1,1,1,3,-1,0,-3,2,-1,2,-1,1,-2,1,-1,-2,0,2,-2,1,-2,0,5
42403,-1,2,-1,-1,2,-1,2,0,-2,-3,2,-1,0,-1,-1,0,-2,0,-1,-2,-1,-1,-2,0,-1,1
42405,-2,-2,0,-3,0,0,0,2,0,3,0,1,0,-2,-2,1,1,-2,-3,3,1,-1,0,2,2,4
42408,-2,-1,1,-2,-2,1,-2,-1,-2,0,-1,-2,0,3,2,1,-1,1,0,2,2,-1,-1,1,1,3
42410,1,2,0,0,0,-2,1,-1,0,-1,1,0,1,-2,0,0,-2,1,-2,-1,0,-2,0,2,-1,1
42412,-1,-3,-2,-3,3,0,2,0,1,-2,-1,-1,3,-1,0,-2,0,-1,-2,-1,-1,-3,3,-1,2,5
42417,2,1,0,-3,-1,-1,3,-1,-1,-1,-3,0,3,0,-1,-1,-1,-1,0,1,-1,0,0,-2,0,3
42419,-2,0,0,0,-1,-1,1,0,2,2,0,1,1,0,-3,-1,0,2,-2,-3,-2,-1,1,-2,0,1
42422,0,1,0,-1,-1,1,0,1,-1,1,-1,1,-3,1,1,-1,2,-1,1,-1,-2,-1,3,-1,1,4
42426,-1,3,0,0,1,1,0,1,1,0,0,2,0,0,1,-2,1,-2,1,-1,-2,0,2,-1,0,4
42427,-2,2,-2,-1,1,1,2,1,1,2,2,-1,1,0,2,-3,-2,2,-3,1,-1,0,2,1,2,5
42440,1,2,1,1,-1,0,0,-1,0,-3,-1,1,1,-2,-1,-2,-1,-1,2,1,-2,0,0,0,-1,2
42445,-2,0,0,-1,-1,1,3,-2,-1,0,0,0,-1,1,-1,-2,-1,2,-1,-1,-1,-2,1,-1,1,1
42447,1,1,-2,0,1,-1,0,-1,-2,3,1,-2,-2,2,1,0,1,1,2,-1,0,0,1,-2,1,4
42450,-1,0,2,-1,-1,0,2,-2,-2,-2,-1,0,3,-1,-2,1,-2,1,1,1,-2,0,2,3,1,2
42452,-1,0,-2,-1,1,-1,3,-1,-2,-2,1,-1,-2,-3,-1,-1,0,-1,-2,-2,1,-3,-1,0,1,1
42453,-1,0,-3,0,0,2,0,0,0,-1,1,-1,3,0,0,-1,0,1,-2,-1,-2,-2,2,-1,2,1
42454,-1,2,-2,-1,0,2,1,-3,0,-1,1,-2,0,2,-2,-2,-1,0,1,-2,-1,0,0,-1,1,1
42459,1,-2,-1,0,3,3,3,0,2,-2,-1,1,1,0,-2,2,1,-1,-1,0,3,0,2,3,0,4
42482,-1,-2,2,1,-1,1,-2,0,1,-1,0,-1,0,-1,-2,-2,0,-1,-2,3,0,3,-1,0,-2,2
42490,0,3,-1,-1,3,-2,0,0,0,-1,-1,-1,-1,-1,-2,1,-2,-1,0,-3,1,-2,-2,2,0,1
42491,-2,-3,-2,-2,-1,0,0,3,-1,-1,1,2,1,-3,-3,0,2,-2,-1,2,3,-1,-1,1,0,4
42497,2,2,0,-1,1,1,1,2,-1,1,0,-1,2,1,0,0,1,-1,0,0,0,2,1,-2,1,5
42500,1,0,2,0,2,3,1,-1,-2,-2,0,-3,-1,1,0,3,-2,0,-2,-1,-1,1,1,-2,-1,3
42501,2,1,-1,-1,0,2,2,0,1,1,0,0,3,1,2,-3,1,1,-1,1,0,2,1,0,2,5
42509,2,-1,-1,2,-1,-1,0,0,0,0,1,0,1,0,3,-1,1,1,-1,-1,-1,2,1,-1,2,5
42514,0,-2,0,-2,0,1,1,1,1,0,-1,0,-2,-2,1,-2,0,0,-2,-1,0,-3,1,-1,1,5
42515,-1,-2,2,0,0,-1,2,0,0,-1,-3,2,2,0,0,-2,-1,-1,2,1,-1,-1,2,0,1,2
42516,0,0,2,-3,0,1,0,-1,2,-2,0,0,1,2,-2,0,0,0,-1,-1,0,1,2,1,1,3
42518,-2,2,0,-2,-2,1,1,-2,3,-2,1,-3,-1,0,0,0,-2,0,1,-1,-2,-1,0,-1,-1,1
42519,-1,-2,2,-2,0,2,-3,-2,1,-1,2,0,1,2,0,2,0,0,-2,-2,1,-2,-2,3,2,3
42520,-2,-1,2,1,-1,2,0,2,0,1,-2,-1,1,0,-2,-2,-1,-2,0,-1,-3,2,-3,3,-1,2
42521,2,0,2,0,0,1,2,3,2,-1,2,-2,1,1,0,-2,2,0,0,2,-2,1,3,3,0,5
42525,-3,-1,1,-2,-2,2,-1,-1,0,-3,3,-2,0,0,1,-2,-3,-2,-1,-1,-2,-1,-1,0,1,1
42528,2,0,-2,-2,1,-1,2,1,2,1,0,-1,0,0,1,-1,3,0,-2,0,-3,1,0,1,2,5
42529,0,-1,2,-1,-1,1,0,1,-1,-1,2,2,0,0,-1,2,0,2,0,-3,2,-3,1,0,1,1
42530,-2,-1,1,-2,1,0,3,1,3,-1,-1,0,2,0,-1,0,-2,0,2,-1,-2,-1,-2,1,1,2
42531,0,1,-1,0,1,0,0,0,-2,2,2,0,-1,-2,0,-1,2,-2,3,0,-1,1,2,-2,0,4
42537,0,0,-3,-2,-3,1,-1,-1,-2,1,1,2,-1,3,2,2,-1,0,0,-1,-1,0,1,0,-1,4
42539,1,2,0,-1,1,2,2,1,0,0,2,-1,2,-1,1,-2,1,1,-1,0,-1,2,-1,0,1,5
42544,0,1,2,-2,-3,1,-2,-1,0,1,1,0,2,0,0,-1,0,2,2,0,-1,-2,-2,2,1,2
42549,1,0,-1,1,-2,2,1,-2,-1,-1,0,0,0,2,-2,2,-1,1,-1,-2,-2,2,1,-1,-1,3
42550,3,-1,0,-1,0,2,2,0,-2,-3,-2,0,1,2,-1,2,-3,-1,0,0,1,0,0,-2,-3,3
42554,1,2,0,-1,1,2,1,2,0,2,1,-1,0,1,0,0,0,1,-1,2,-1,1,0,0,2,5
42564,-1,-2,-3,-2,0,0,0,-1,-2,0,0,-1,-1,2,1,0,1,2,1,-2,0,0,0,-1,2,4
42572,-2,-2,-1,1,0,2,3,2,1,-1,-2,0,1,-1,-2,0,0,0,1,2,-1,1,-2,2,0,2
42574,0,1,-1,0,0,2,2,-2,1,-2,0,-2,3,3,2,-1,-2,1,-1,1,0,1,1,-2,1,1
42575,2,3,0,-2,0,0,1,0,3,1,0,-2,2,2,-2,-1,-2,2,0,-1,-2,2,1,-2,1,1
42576,-1,-2,1,0,1,0,-2,-3,-2,-1,1,1,2,2,0,1,-1,0,-1,0,2,0,0,2,-1,3
42577,0,-1,-1,-2,2,-1,1,3,-1,-2,-2,1,1,-1,1,-2,2,-2,-3,1,-1,0,1,-2,1,5
42578,-1,0,-1,-1,3,-2,2,-2,-1,-2,2,1,0,-1,-1,-1,0,-2,-1,-2,-2,0,-2,2,1,1
42579,-2,-1,0,-1,1,2,-1,0,0,-1,1,-1,1,3,2,2,0,-2,-2,1,1,-1,-1,0,0,3
42580,2,1,-1,-1,0,1,1,2,3,0,2,-1,1,1,0,-2,-2,2,-3,2,0,1,1,2,2,5
42581,-1,1,-3,0,-1,-2,1,-1,-2,-1,0,0,-2,0,-1,-2,0,-3,-1,-1,-1,0,-1,1,-1,1
42588,-1,-1,-2,-1,1,-2,-1,1,1,-2,-2,2,1,2,-2,1,1,0,-1,0,1,-2,0,0,3,4
42589,0,2,-2,-1,0,2,0,-2,1,-2,0,-2,0,0,-3,-1,0,-2,1,-2,-1,-2,1,-1,1,1
42592,0,0,0,0,1,-3,1,0,0,-2,1,-1,1,-2,-1,0,0,-1,-1,0,0,-1,0,3,1,1
42595,-2,2,2,-3,-1,-1,2,0,-3,0,0,-2,2,1,-1,1,-2,2,-1,-3,-2,2,1,-1,-1,3
42602,2,-2,-1,-1,0,0,0,2,0,-1,1,-1,2,1,1,-1,2,0,-1,0,0,0,1,2,1,5
42604,-1,-3,-1,0,0,1,2,1,0,2,0,1,1,-2,-2,2,0,-1,-1,3,0,0,1,0,0,4
42606,1,0,0,-3,-2,2,0,0,-1,-1,-3,1,2,2,-1,0,-3,0,-1,-2,0,0,-1,-2,-3,3
42607,1,-1,1,1,2,0,2,0,1,-3,0,-2,0,0,-2,-1,2,-1,0,1,2,-1,-2,1,1,5
42608,-1,0,-1,-1,-3,1,1,0,0,-1,1,-3,0,0,0,-1,0,-1,-1,0,0,-2,0,-1,1,1
42611,0,-1,2,2,1,2,2,-1,0,-1,-3,0,-2,-3,-1,0,-2,-3,2,1,-2,0,0,0,0,2
42614,1,1,-1,1,3,2,1,0,1,-1,-1,0,0,0,-1,1,1,0,-1,1,2,-2,3,-2,1,4
42616,1,-1,-1,1,3,-1,1,0,-2,-1,3,-1,-3,-1,-2,0,0,0,-3,-3,0,-3,-1,0,-1,1
42622,2,1,-3,-2,-2,0,0,0,0,-2,0,2,-2,3,1,1,0,0,1,-1,-1,-1,-1,0,1,4
42623,-1,-2,-1,0,-1,1,1,0,2,0,-1,-1,3,-1,2,0,-2,1,0,2,-1,-1,-3,3,-2,2
42624,1,0,0,-1,-1,3,1,3,0,0,-2,-3,0,0,2,-3,2,-1,-2,-1,2,-2,1,-3,0,5
42625,-1,1,-2,-3,0,-2,1,-1,1,-2,1,-3,1,-1,0,2,-3,2,-2,0,0,1,2,2,1,1
42629,-1,-2,2,1,-1,1,1,0,1,0,-1,1,0,-1,0,0,-1,-1,1,1,-1,3,-1,0,-1,2
42630,2,0,3,-2,-2,1,-2,-1,-2,-1,1,-1,0,0,-1,2,0,0,-2,-2,-2,1,2,0,-1,3
42631,-2,0,0,-1,0,3,0,-1,-2,-1,0,1,0,1,2,3,1,-1,-1,2,2,-2,-2,-2,-1,3
42636,2,0,-1,0,1,0,2,1,2,0,3,-1,1,0,0,-3,-1,1,0,0,1,0,0,0,1,5
42640,-2,0,0,-1,-2,2,3,-1,0,1,0,0,1,1,-1,-2,-3,1,-1,0,-2,-1,1,-2,0,1
42642,1,1,-2,-3,1,2,2,0,1,-1,1,-1,1,-1,-2,1,0,1,-1,-1,-1,0,2,-3,1,1
42645,0,0,-1,2,1,0,3,1,2,-2,1,-2,0,0,1,-3,0,-2,0,-1,0,-3,-1,-1,1,5
42650,-2,-2,-2,-2,1,0,2,1,0,-2,-2,-3,1,-1,-1,-2,2,2,-3,-1,3,0,2,0,1,5
42652,-2,0,1,-2,-3,0,-1,-1,0,-1,1,-2,1,0,0,2,-1,0,-1,2,3,-1,-1,0,-1,3
42654,0,1,0,0,1,1,2,2,2,0,1,-1,2,1,2,-1,1,1,-1,0,-1,2,1,2,0,5
42657,-1,3,3,1,0,1,0,-2,0,0,2,-2,0,0,-1,-1,-2,-1,1,-1,-1,0,2,0,3,1
42659,1,2,-1,-1,0,0,0,0,-1,3,1,-2,0,0,1,1,-1,3,1,0,-2,3,-1,0,0,5
42660,0,-1,1,-1,0,2,-2,0,-1,0,2,-1,0,2,3,1,-2,-1,-1,1,0,-1,-3,3,2,3
42671,0,-1,-1,-1,2,2,1,0,0,-2,3,-2,1,1,1,3,-1,-1,-2,0,1,0,-1,3,2,3
42674,3,1,0,2,-2,0,-2,3,2,-2,0,1,2,2,1,-1,-1,2,-1,3,-2,0,1,2,1,5
42679,-1,-1,1,0,-1,1,-1,-2,-1,-1,0,-2,0,2,2,1,-2,0,-1,1,1,-1,-1,1,2,3
42681,-1,2,3,-3,-3,-3,1,0,0,-2,0,0,1,-1,-3,-1,-1,2,1,2,-2,2,1,0,3,2
42685,-1,0,-1,-1,-1,1,0,-1,0,0,2,1,1,0,-1,0,0,-2,1,1,0,-2,-2,1,0,3
42686,2,2,-1,-2,-2,1,-1,-2,1,0,2,1,-1,2,1,3,1,-1,1,-1,-1,-1,2,-1,3,4
42689,-1,-1,0,-1,1,1,3,0,1,0,-2,2,1,2,-1,0,2,-1,-1,2,2,0,1,2,0,4
42694,-1,-3,-2,0,0,2,3,0,0,-2,1,0,3,2,-2,0,0,0,-2,0,0,-1,-1,0,0,5
42696,2,2,-1,0,0,1,-1,-2,1,2,0,1,1,2,0,0,-1,-2,1,-1,-3,-1,1,0,2,4
42701,1,3,-3,-1,0,2,2,-2,-2,2,2,-2,-2,-1,0,-1,0,-2,-2,-1,0,-2,0,2,0,1
42702,0,0,-1,0,0,1,-2,-2,-1,3,0,-1,-1,1,-2,3,2,-1,3,-2,-2,-1,1,-1,1,4
42704,1,2,-2,-3,2,1,0,2,0,3,-1,1,2,2,1,-1,1,2,0,2,-3,3,2,2,2,5
42707,1,0,0,1,-1,-1,3,0,-2,0,0,-2,0,2,0,1,-1,1,1,0,-2,2,1,-2,0,3
42710,-1,0,1,2,-1,3,1,1,-2,0,1,-1,0,0,0,-2,1,1,0,0,-1,-1,2,-2,0,1
42716,0,-2,0,0,1,1,2,0,1,0,0,3,2,2,-1,1,1,-1,3,1,-1,0,-2,0,-2,4
42717,-1,-1,0,-1,-2,2,1,3,2,0,-1,-3,-1,1,0,-2,0,0,2,1,-2,-1,-1,0,-1,2
42719,3,2,1,-1,0,2,0,-2,-3,0,-1,-2,2,1,-1,3,-3,2,0,-2,-1,1,1,-1,-2,3
42720,-2,-1,1,-2,1,3,0,0,-2,-1,3,0,0,0,2,2,1,-3,-2,-1,2,-1,-2,1,0,3
42721,-3,1,0,0,0,1,1,0,1,-1,2,0,0,2,0,-1,0,0,-1,0,1,-1,1,0,-1,1
42723,0,0,2,0,2,-2,-1,-3,-1,-2,2,-1,0,0,-2,-2,0,-1,-1,-1,-1,-1,-2,0,0,1
42724,1,0,-2,0,2,1,1,-1,-1,2,1,1,-2,0,1,1,2,-1,2,-2,-2,-3,1,-1,2,4
42726,-1,-1,-1,-2,2,1,1,2,2,-1,0,3,1,0,-1,2,1,-2,0,1,1,0,2,1,1,4
42728,0,0,-1,0,1,2,0,2,1,1,2,0,3,2,3,-1,1,1,-1,0,-2,1,1,1,-1,5
42729,-1,-1,2,1,-1,0,0,1,2,-1,-1,0,1,-2,1,0,-1,0,1,2,-1,1,-1,1,-1,2
42732,-3,0,-1,0,1,3,3,2,-1,0,0,-1,1,-2,0,0,2,-1,-1,0,3,-2,1,0,3,5
42733,1,1,1,-2,-3,1,0,1,0,-2,-2,-1,0,3,-2,2,0,0,-3,-1,-1,1,0,0,0,3
42734,-1,-1,-2,-2,-2,1,0,-1,1,0,0,0,0,2,-1,0,-1,2,-1,-2,0,-1,2,-2,1,1
42735,-2,1,-3,0,2,1,2,1,0,0,-1,-1,0,-2,1,1,2,0,-2,1,-2,-1,0,1,0,4
42744,-3,-1,-3,-3,3,-1,1,0,0,-1,-1,0,3,-2,1,1,1,-1,-3,-2,-1,1,2,0,1,5
42747,-1,-1,0,1,0,1,2,2,-1,-1,-1,-1,1,-1,0,-1,1,0,-1,0,1,-2,1,0,2,5
42752,-2,2,-2,-1,2,0,1,-1,1,0,0,-2,-2,-1,0,1,-1,-2,-2,-2,-1,0,-1,0,3,1
42753,-1,0,1,-1,-2,3,1,3,-2,-1,-1,-2,0,0,0,-2,0,2,0,1,-1,-1,1,2,0,2
42755,-2,-2,-1,-3,-1,0,0,1,2,-2,-3,1,3,2,0,-2,1,0,0,-1,1,2,0,2,0,4
42756,1,1,0,-1,1,-1,0,-3,0,0,3,-2,1,0,-3,-2,-2,-2,-2,2,1,0,0,-2,0,1
42757,2,2,-2,-2,0,2,-1,1,2,2,2,0,0,1,-1,-1,-1,1,0,1,1,-1,1,1,1,5
42759,-1,-1,0,2,-3,-1,2,3,-3,-2,-2,1,2,0,-1,0,-2,1,2,3,0,-2,2,2,1,2
42761,-3,-1,1,2,0,2,0,-1,0,2,-2,-3,1,-1,-1,-1,1,1,1,1,-2,2,0,0,-1,2
42764,1,1,2,-2,0,-1,1,-1,-2,1,-1,-1,3,-1,-2,2,-2,1,-1,-2,0,2,-1,1,-2,3
42767,0,-2,0,0,0,0,1,2,0,-1,0,0,1,-3,0,0,1,0,-2,0,0,-1,2,-1,2,5
42768,-2,-1,-1,-2,-1,0,0,-1,2,-1,2,0,3,2,1,1,-1,2,-2,-2,-1,-1,1,-2,1,1
42769,-1,-1,1,2,2,1,2,-1,2,-1,-1,-1,-1,-2,1,-2,0,-1,2,1,0,-3,0,1,1,5
42773,0,-1,-1,-1,0,0,3,-3,2,-2,1,2,-1,2,-1,1,-2,0,-2,-3,-1,0,1,-1,0,1
42774,2,0,-1,-3,0,2,0,1,0,2,0,-2,1,1,-1,0,1,2,1,1,-1,0,1,3,1,5
42775,-1,0,1,1,-1,0,-2,-2,0,-1,1,-3,-1,3,1,0,-2,0,-2,1,-1,0,0,-1,2,3
42777,-2,-1,0,-2,0,0,2,2,0,1,0,1,0,-2,0,2,2,-2,-3,2,-1,-1,0,2,2,4
42787,1,2,-1,1,-1,0,-1,-2,1,-1,3,-3,-1,2,0,-1,0,1,0,-1,0,0,1,0,-1,1
42796,0,-1,-1,-1,-2,0,-3,-1,0,1,-1,1,-2,0,1,1,0,-1,-1,1,-1,-2,1,0,-1,4
42799,1,-2,0,-2,-2,1,-2,0,1,-2,1,-2,-1,3,2,1,-1,-1,1,1,1,0,-1,2,0,3
42805,-3,0,-3,-2,1,1,3,-1,2,-1,0,0,3,-2,2,1,-1,-1,-1,-2,-1,-3,2,-2,3,5
42816,-2,-1,3,-3,-3,-2,0,3,-2,-1,0,1,2,2,0,-1,0,-1,2,1,-1,-2,1,-1,1,2
42820,0,2,-3,-1,2,2,2,3,2,1,2,2,1,-1,0,0,0,2,0,0,-2,3,-1,1,0,5
42828,0,2,0,-2,-1,2,1,0,-1,-1,-3,-3,0,2,-1,0,-1,1,0,-1,1,0,0,-2,-2,3
42830,-1,-1,2,-2,-3,1,-1,1,2,1,0,0,1,1,0,-1,-1,-1,2,1,0,1,-2,1,-1,2
42832,0,-2,0,-1,2,2,2,0,1,-1,-1,0,0,-2,0,2,1,-1,-2,2,2,-1,3,2,1,4
42835,-3,-1,0,1,-2,2,-1,0,2,-2,-1,-2,1,1,-2,-1,-1,-1,2,0,-1,2,-1,1,0,2
42837,-3,-2,-1,-1,2,2,1,1,1,0,0,2,2,1,-1,1,-1,0,-1,-1,-1,0,0,0,2,4
42838,-2,2,1,0,-2,1,1,-2,0,0,0,-1,0,0,-2,-2,-2,1,-1,-1,-3,-1,2,-1,1,1
42846,-1,-1,2,2,1,2,1,0,1,-1,-3,-1,-1,-2,-1,0,-1,-1,1,-1,-3,2,-2,-1,-1,2
42855,1,2,0,-2,0,3,0,1,0,2,-1,1,1,2,0,-1,1,-1,-2,3,-2,2,0,0,2,5
